Track,Horse,BetType,Odds,Winner
Kempton,Lady Lydia,Each Way,101,Lose
Doncaster,Hoof It,Each Way,25,Lose
Doncaster,New Bidder,Each Way,6.5,Win
Lingfield,Pixeleen,Each Way,10,Lose
Lingfield,Glastonberry,Each Way,8,Lose
Lingfield,Salient,Each Way,8,Win
Lingfield,Smugglers Lane,Each Way,6.5,Lose
Pontefract,Sands Chorus,Each Way,7,Win
Pontefract,Madam Lilibet,Win,18,Lose
Pontefract,Suprise Vendor,Win,5,Lose
Lingfield,Kuanyao,Each Way,15,Lose
Nottingham,Lexington Abbey,Win,6.5,Win
Nottingham,Duchess Of Marmite,Each Way,41,Lose
Lingfield,Skidby Mill,Win,7,Lose
Kempton,Jazzy,Each Way,11,Lose
Kempton,Bennelong,Win,9,Lose
Carlisle,Abi Scarlet,Win,6,Lose
SouthWell,Very First Blade,Win,7.5,Lose
Chelmsford,Theos Lolly,Each Way,26,Win
Wolverhampton,Desert Strike,Each Way,26,Win
Wolverhampton,Black Truffle,Each Way,11,Lose
Lingfield,Forceful Appeal,Each Way,26,Lose
Lingfield,Clement,Each Way,17,Lose
Wolverhampton,Colourbearer,Win,4.5,Lose
Windsor,Shifting Star,Win,10,Lose
Windsor,Bazooka,Each Way,34,Win
Carlisle,Abi Scarlet,Win,7,Lose
Newmarket,Childesplay,Each Way,13,Lose
Newmarket,Southdown Lad,Each Way,17,Lose
Newmarket,Bossy Guest,Each Way,41,Lose
Kempton,Seek The Fair Land,Each Way,15,Lose
Kempton,Saborido,Each Way,13,Lose
Kempton,Barnmore,Win,7.5,Lose
Ripon,Barkston Ash,Each Way,13,Win
Newmarket,Son Of Africa,Each Way,41,Lose
Newmarket,Three Gracez,Each Way,51,Lose
Bath,Iffranesia,Each Way,15,Lose
Thirsk,Mr Cool Cash,Each Way,13,Lose
Thirsk,Swaheen,Each Way,15,Lose
Wolverhampton,Star Anise,Each Way,29,Lose
Wolverhampton,Lean On Pete,Win,9,Lose
Wolverhampton,Jumbo Prado,Win,5.5,Lose
Pontefract,Red Pike,Each Way,11,Lose
Pontefract,Filatore,Each Way,17,Lose
Pontefract,Dark Ocean,Win,5,Lose
Windsor,Kinglami,Each Way,23,Lose
Wolverhampton,Black Truffle,Each Way,26,Lose
Wolverhampton,Pipers Piping,Win,6,Lose
Brighton,Live Dangerously,Each Way,26,Lose
Brighton,Megalala,Win,9,Lose
Catterick,Breakable,Each Way,15,Lose
Lingfield,Forceful Appeal,Each Way,21,Lose
Doncaster,Teds Brother,Win,7.5,Lose
Doncaster,Sakhalin Star,Win,4,Lose
Sandown,Riflescope,Win,8,Lose
Doncaster,Bashiba,Each Way,13,Lose
Ripon,Dubai Dynamo,Each Way,17,Lose
Ripon,Pipers Note,Each Way,15,Lose
Wolverhampton,John Potts,Each Way,15,Lose
Musselburgh,Opt Out,Win,8,Lose
Thirsk,Captain Dunne,Each Way,17,Lose
Musselburgh,La Bacouetteuse,Each Way,15,Lose
Musselburgh,Rothesay Chancer,Each Way,17,Lose
SouthWell,General Tufto,Each Way,51,Lose
Ayr,Goninodaethat,Each Way,26,Lose
Wolverhampton,Your Gifted,Each Way,19,Win
Brighton,Port Lairge,Win,4.5,Lose
Brighton,Megalala,Each Way,11,Lose
Wolverhampton,Lean On Pete,Win,5.5,Lose
Lingfield,Attain,Win,3.5,Lose
Pontefract,Mailshot,Win,5,Win
Ascot,Light Up Our World,Win,3.2,Lose
Pontefract,Deodoro,Win,3.75,Lose
Brighton,Executor,Win,3.5,Lose
Redcar,Maulesden May,Each Way,12,Win
Redcar,Jordan Sport,Win,4,Win
Redcar,Footlight,Win,2.5,Lose
Chelmsford,Dream Trader,Each Way,34,Lose
Chepstow,Star Ascending,Win,4.5,Lose
Aintree,Faintly,Win,2.88,Win
Chepstow,Distant High,Win,10.5,Win
Lingfield,Sir Renos Santi,Each Way,41,Lose
Lingfield,Straits Of Malacca,Each Way,13,Lose
Thirsk,Al Khan,Each Way,41,Lose
Newmarket,Take The Helm,Each Way,26,Lose
Newmarket,Sky Kingdom,Win,3.75,Lose
Doncaster,Wiley Post,Each Way,15,Lose
Doncaster,East Street Revue,Each Way,51,Lose
Goodwood,Johnny B Goode,Win,4,Lose
Hamilton,Sir Chauvelin,Each Way,11,Win
Newmarket,Blue Bayou,Each Way,51,Lose
Newmarket,Await The Storm,Each Way,41,Lose
Hamilton,Euchen Glen,Win,6.5,Lose
Bath,Mc Diamond,Win,5.5,Lose
Beverley,Volta Do Mar,Win,6.5,Lose
Beverley,Dawn Mirage,Each Way,15,Win
Beverley,Oak Bluffs,Win,5,Lose
Beverley,Perceysvivace,Win,3.75,Lose
Brighton,Jaywalker,Win,7,Lose
Catterick,Oyster Card,Each Way,21,Lose
Catterick,Taysh,Win,4,Win
Chester,Our Greta,Each Way,26,Lose
Chester,Nakeeta,Each Way,26,Win
Chelmsford,Crosse Fire,Each Way,21,Lose
Chelmsford,Merhoob,Win,6,Lose
Chelmsford,Pastoral Player,Each Way,17,Lose
Lingfield,Tetradrachm,Win,4.5,Win
Lingfield,Happy Call,Win,5.5,Win
Nottingham,First Excel,Each Way,17,Win
Nottingham,Douglas Bank,Each Way,11,Lose
Lingfield,Quality Time,Win,10,Lose
Haydock,Barracuda Boy,Each Way,15,Lose
Nottingham,Hickster,Each Way,21,Win
Wolverhampton,Le Torrent,Win,5,Lose
Brighton,Officer Drivel,Win,8.5,Lose
Musselburgh,Mr Sundowner,Win,9,Lose
Brighton,Lady Zodiac,Win,8.5,Lose
Wolverhampton,The Bay Bandit,Win,7,Lose
Beverley,Book Of Poetry,Win,5.6,Lose
Chepstow,Distant High,Win,3,Lose
Chepstow,Cay Location,Each Way,81,Lose
Chepstow,Zaria,Win,5,Lose
Chepstow,Bonjour Steve,Win,6.5,Lose
Bath,Aegean Boy,Win,4.5,Lose
Brighton,Aramadyh,Win,24,Lose
Nottingham,Maoi Chinn Tire,Win,6.5,Lose
Goodwood,Goodwood Moonlight,Win,11,Lose
Ayr,Nice Vintage,Win,4.33,Win
Kempton,Almodovar,Win,6,Win
Lingfield,Bollywood Dream,Win,34,Lose
Goodwood,Cant Change It,Win,8,Win
Sandown,Atwix,Win,15,Lose
Haydock,Newera,Win,4.33,Lose
Haydock,Chosen Character,Win,5.6,Lose
Haydock,Kachy,Win,13,Lose
Haydock,Calder Prince,Win,23,Win
Nottingham,Rio Glamorous,Each Way,21,Lose
Nottingham,Men United,Each Way,26,Lose
Ayr,Silva Samourai,Win,101,Lose
Ayr,Big Time Dancer,Win,17,Lose
Ayr,Mo Henry,Win,4.5,Lose
Wetherby,Iftikaar,Win,14.8,Lose
Wetherby,Incus,Each Way,67,Lose
Hamilton,Northern Sky,Win,3.1,Lose
Kempton,Sunset Dream,Win,19,Lose
Bath,Giennah,Win,23,Lose
Bath,Malmoosa,Win,6.5,Lose
Pontefract,Chilworth Bells,Win,11,Lose
Haydock,Captain Revelation,Win,21,Lose
Beverley,Mailshot,Win,12,Lose
Haydock,Gambit,Win,6,Lose
Haydock,Golden Glimmer,Win,12,Lose
Leicester,Hickster,Win,10,Lose
Redcar,Rocky Two,Win,17,Lose
Leicester,General Allenby,Each Way,101,Lose
Leicester,Apex King,Win,13,Lose
Towcester,Arthur Mc Bride,Win,8,Lose
Towcester,Mrs Burbidge,Win,3.75,Win
Lingfield,Tenerezza,Win,21,Lose
Wolverhampton,Therthaar,Win,2.5,Win
Nottingham,Little Choosey,Win,8,Win
Chelmsford,Bowson Fred,Win,4.5,Win
Chelmsford,Compton Mill,Win,5.5,Lose
Hamilton,Merry Banter,Win,2.88,Lose
Hamilton,Im Super Too,Win,8.5,Lose
Kempton,Mutamid,Win,5,Win
Catterick,Katebird,Win,4,Lose
Catterick,Show Palace,Win,3,Lose
Bath,Magical Daze,Win,26,Lose
Goodwood,Links Drive Lady,Win,9,Lose
Goodwood,Rosies Premiere,Win,17,Lose
Epsom,Caspian Prince,Win,14,Win
Musselburgh,Rhythmical,Win,3.75,Lose
Lingfield,Spinning Rose,Win,6,Lose
Goodwood,Black Caesar,Win,13,Lose
Brighton,Soaring Spirits,Win,4,Win
Ayr,Millefiori,Win,3.1,Lose
Salisbury,R Bar Open,Win,17,Win
Salisbury,African Showgirl,Win,17,Lose
Limerick,Limelite,Win,2.5,Lose
Beverley,Rise Up Singing,Win,51,Lose
Beverley,Poppy In The Wind,Win,8,Lose
Yarmouth,Bargain Buy,Win,4.5,Lose
Yarmouth,Gypsy Major,Win,17,Lose
Yarmouth,Jumping Around,Win,4,Lose
Nottingham,Little Choosey,Win,5.6,Lose
Sandown,Both Sides,Win,6.5,Lose
York,Mehronissa,Win,5.5,Lose
Chepstow,Coup De Vent,Win,12,Lose
Chepstow,Zaria,Win,9,Lose
York,Twin Sails,Win,36,Lose
York,Kadrizzi,Win,32,Lose
Musselburgh,Silvanus,Win,41,Lose
Lingfield,Miss Carbonia,Win,6.8,Lose
Doncaster,Gregarious,Win,6.5,Lose
Salisbury,Dont Touch,Win,4.5,Win
Salisbury,Clear Spring,Each Way,67,Lose
Windsor,Links Drive Lady,Win,6,Win
Windsor,Harlequin Striker,Win,13,Win
Galway,Minstrels Gallery,Win,4,Lose
Thirsk,Plane Song,Win,6,Win
Ascot,Lancelot Du Lac,Win,51,Lose
Thirsk,Show Palace,Win,4.5,Lose
Hamilton,Planetaria,Win,6,Win
Ascot,Librisa Breeze,Win,10,Lose
Chelmsford,Whoopsy Daisy,Win,4.33,Lose
Chelmsford,Eurato,Win,4,Lose
Ascot,Fighting Temeraire,Win,13,Lose
Lingfield,Swiss Cross,Win,4,Lose
Ascot,Carntop,Win,6,Lose
Redcar,Luvlylynnthomas,Each Way,51,Lose
Ayr,Goninodaethat,Each Way,17,Lose
Newmarket,Teofilo Wolf,Win,13,Lose
Ayr,Freewheel,Win,11,Lose
Ascot,Cunco,Win,5,Lose
Newmarket,Tagula Night,Win,26,Lose
Lingfield,Quandary Peak,Win,67,Win
Pontefract,Winterlude,Win,26,Lose
Hexham,Pair Of Jacks,Win,3.75,Lose
Windsor,Ravens Heart,Win,126,Lose
Windsor,Secret Bird,Win,11,Lose
Brighton,Solveigs Song,Win,5,Win
Brighton,Pure Soul,Win,11,Lose
Brighton,Soaring Spirits,Win,4,Win
Beverley,Poppy In The Wind,Win,9,Lose
Carlisle,Ginger Jack,Win,8,Lose
Salisbury,Wave Reviews,Win,1.91,Win
Yarmouth,Catharina,Win,6,Lose
Yarmouth,Spinning Rose,Win,8.5,Lose
Newmarket,Golden Amber,Win,6,Lose
Chester,Dark Intention,Win,5,Win
Chester,Goldslinger,Win,7.5,Lose
Doncaster,Persian Breeze,Win,11,Lose
Doncaster,Amthal,Win,13,Lose
Galway,Gale Song,Win,7,Lose
Pontefract,Rosies Premiere,Win,6.5,Lose
Musselburgh,Fumbo Jumbo,Win,5,Lose
Kempton,Shades Of Silver,Win,13,Lose
Haydock,Show Palace,Win,4.33,Win
Goodwood,Johnny B Goode,Win,8,Lose
Newbury,Fort Jefferson,Win,1.8,Win
Epsom,Harlequin Striker,Win,4.5,Lose
Sandown,Stake Acclaim,Win,2.5,Lose
Doncaster,Yourartisonfire,Win,2.88,Win
Beverley,Poppy In The Wind,Win,11,Win
Haydock,La Celebs Ville,Win,3.5,Lose
Sandown,Lancelot Du Lac,Win,15,Lose
Sandown,Pallasator,Win,8,Lose
Nottingham,Freewheel,Win,8.5,Lose
Nottingham,Bushephalus,Win,15,Lose
Carlisle,Vanishing Point,Win,2,Win
Windsor,Seaview,Win,51,Lose
Windsor,Surfina,Win,67,Lose
Windsor,Harlequin Striker,Win,3.5,Lose
Windsor,Athlon,Win,3.5,Win
Brighton,Jolly Red Jeanz,Win,21,Lose
Brighton,Feeling Easy,Win,13,Lose
Brighton,Pacolita,Win,5.5,Win
Brighton,Ettie Hart,Win,8,Lose
Kempton,Capolavoro,Win,3.5,Lose
Bath,Jack The Laird,Win,6.5,Lose
Bath,Summer Chorus,Win,10,Lose
Bath,Burning Thread,Win,17,Lose
Bath,Catharina,Win,8,Lose
Newmarket,Kadrizzi,Win,41,Lose
Newmarket,Texas Katie,Win,9,Lose
Newmarket,Rosies Premiere,Win,10,Lose
Auteuil,Cautious Optimism,Win,23,Lose
Epsom,Topamichi,Win,7.5,Lose
Newmarket,Evergate,Win,10,Lose
York,Golden Amber,Win,39,Lose
Newmarket,Welford,Win,29,Lose
Chester,Call Out Loud,Win,17,Lose
York,Firmdecisions,Win,42,Lose
York,Basem,Win,26,Lose
York,Caspian Prince,Win,15,Lose
Salisbury,Distant High,Win,19,Lose
Ayr,Aventinus,Win,2.88,Lose
Ayr,Gun Case,Win,41,Lose
Chelmsford,Oriental Relation,Win,15,Lose
Wolverhampton,Ryan The Giant,Win,17,Lose
Windsor,Kyllang Rock,Win,2.88,Win
Beverley,Nefetari,Win,12,Lose
Bath,Bernisdale,Win,9,Win
Beverley,Planetaria,Win,5,Lose
Thirsk,Ingleby Hollow,Win,3,Win
Lingfield,Bobby Vee,Win,17,Lose
Lingfield,Le Rock,Win,26,Win
Yarmouth,Jumira Bridge,Win,3.5,Lose
Sandown,Tesoro,Win,34,Lose
Hamilton,Ebbisham,Win,17,Lose
Yarmouth,Jack The Laird,Win,4,Lose
Leicester,Prying Pandora,Win,4,Lose
Doncaster,Bassmah,Win,10,Lose
Haydock,Caponova,Win,3.5,Lose
Newbury,Beck And Call,Win,15,Lose
Nottingham,Tangerine Trees,Win,15,Lose
Nottingham,Iconic Sky,Win,67,Lose
Auteuil,Poets Beauty,Win,4,Win
Hamilton,Ventura Storm,Win,13,Win
Pontefract,Laila Honiwillow,Win,3.25,Lose
Newbury,Cappananty Con,Win,101,Lose
Ripon,Knights Table,Win,3.25,Win
Lingfield,Stonecoldsoba,Win,4,Lose
Haydock,Goldslinger,Win,15,Lose
Haydock,La Celebs Ville,Win,7,Lose
Redcar,Kiwi Bay,Win,3.75,Lose
Ayr,Toffee Apple,Win,2.63,Lose
Windsor,Blaze Of Hearts,Win,51,Lose
Windsor,Rosies Premiere,Win,15,Lose
Windsor,Shifting Star,Win,5,Lose
Nottingham,Show Palace,Win,3,Lose
Nottingham,Sleepy Haven,Win,8,Lose
Chelmsford,La Fritillaire,Win,13,Lose
Lingfield,Hot N Sassy,Win,34,Lose
Hamilton,The Burnham Mare,Win,15,Lose
Bath,Just Isla,Win,6,Lose
Lingfield,Deer Song,Win,13,Lose
Bath,Bernisdale,Win,2.63,Lose
Sandown,Firmdecisions,Win,11,Lose
Leicester,Possible Future,Win,5,Lose
Yarmouth,Grey Britain,Win,4.5,Lose
Yarmouth,Pearly Queen,Win,17,Lose
Yarmouth,Artful Prince,Win,11,Lose
Doncaster,Poppy In The Wind,Win,7,Lose
Ascot,Horseplay,Win,17,Lose
Ascot,Caspian Prince,Win,21,Lose
Galway,Regal Monarch,Win,2,Lose
Chester,Poets Society,Win,3,Lose
York,Louis The Pious,Win,44,Lose
Lingfield,R Bar Open,Win,6,Lose
Carlisle,Toffee Apple,Win,4,Lose
Pontefract,Sound Advice,Win,13,Lose
Ayr,Proud Archi,Win,3.5,Lose
Ayr,Alexandrakollontai,Win,15,Lose
Windsor,Surfina,Win,81,Lose
Goodwood,Home Of The Brave,Win,3.75,Lose
Beverley,Miss Bates,Win,13,Lose
Goodwood,Perfect Angel,Win,13,Win
Goodwood,Kiltara,Win,19,Lose
Goodwood,Twin Sails,Win,11,Lose
Goodwood,Montsarrat,Win,21,Lose
Nottingham,Face Of Glory,Win,67,Lose
Goodwood,Montataire,Win,5,Lose
Ffos Las,Little Nosegay,Win,2.2,Lose
Epsom,Atwix,Win,8.5,Win
Epsom,Wind In My Sails,Win,10,Lose
Thirsk,Nile Empress,Win,2.75,Lose
Musselburgh,Fumbo Jumbo,Win,7,Lose
Newmarket,Varsovian,Win,34,Lose
Musselburgh,Rio Deva,Win,3,Lose
Goodwood,Dancing Star,Win,6.5,Win
Goodwood,Baccarat,Win,57,Lose
Newmarket,Miss Carbonia,Win,6.5,Lose
Newmarket,Fighting Temeraire,Win,5.5,Win
Doncaster,Pumblechook,Win,4,Lose
Thirsk,Ginger Jack,Win,10,Win
Lingfield,Shahaama,Win,3.75,Lose
Chepstow,Ambitious Boy,Win,15,Lose
Chepstow,Peak Storm,Win,7,Lose
Chepstow,Rosies Premiere,Win,4.5,Lose
Chepstow,Bernisdale,Win,7.5,Lose
Chepstow,Ring Eye,Win,4.5,Lose
Windsor,Harlequin Striker,Win,8,Lose
Windsor,Stake Acclaim,Win,10,Lose
Windsor,Firmdecisions,Win,15,Lose
Windsor,Blaze Of Hearts,Win,5,Lose
Salisbury,Hereawi,Win,2.2,Lose
Brighton,Pacolita,Win,9,Lose
Bath,R Bar Open,Win,9,Lose
Yarmouth,Trulee Scrumptious,Win,10,Lose
Kempton,Port Gaverne,Win,26,Lose
Haydock,Tanaasub,Win,2.75,Win
Brighton,Singyoursong,Win,4.33,Lose
Wolverhampton,Spes Nostra,Win,15,Lose
Musselburgh,Rosette,Win,2.75,Lose
Newmarket,Seniority,Win,8,Win
Haydock,Contrast,Win,17,Win
Haydock,Tartan Bute,Win,2.88,Lose
Ascot,Kadrizzi,Win,15,Win
Newmarket,Twin Sails,Win,9.5,Lose
Lingfield,Iconic Sky,Win,26,Lose
Leicester,Jack The Laird,Win,3,Lose
Chelmsford,Possible Future,Win,4.5,Win
Newmarket,Thahab Ifraj,Win,4,Lose
Windsor,Rosies Premiere,Win,7,Lose
Leicester,Seaview,Win,51,Lose
Leicester,Beatbybeatbybeat,Win,21,Lose
Leicester,R Bar Open,Win,15,Lose
Carlisle,Baby Ballerina,Win,7,Lose
Chepstow,Peak Storm,Win,3.75,Lose
Chepstow,Bonjour Steve,Win,4.5,Lose
Chepstow,Munsarim,Win,9.5,Lose
Chepstow,Mister Showman,Win,12,Lose
Chepstow,Carcharias,Win,3.75,Win
Chepstow,Ring Eye,Win,7,Lose
Chepstow,Prendergast Hill,Win,5,Lose
Hamilton,Roman Times,Win,17,Win
Aintree,Restraint Of Trade,Win,41,Lose
York,Librisa Breeze,Win,6,Lose
York,Sole Power,Win,42,Lose
York,Twin Sails,Win,21,Lose
Wolverhampton,Virile,Win,3.75,Lose
Chester,Communicator,Win,8,Lose
Bath,Wassail,Win,34,Lose
Bath,Hope Is High,Win,3.75,Lose
Aintree,Saint Helena,Win,13,Lose
Brighton,Surfina,Win,12,Lose
Chelmsford,Valbchek,Win,15,Lose
Brighton,Soaring Spirits,Win,2.75,Lose
Brighton,Bobby Vee,Win,4,Lose
Carlisle,Captain Scooby,Win,17,Lose
Newbury,Alizoom,Win,5,Lose
Chelmsford,Trishuli Rock,Win,2.9,Lose
Chelmsford,Fujin,Win,13,Lose
Chelmsford,Welford,Win,7.5,Lose
Catterick,Stoneham,Win,4.33,Lose
Musselburgh,Neuf Des Coeurs,Win,4.5,Lose
Catterick,Captain Dunne,Win,7.5,Lose
Dundee,Dune Dancer,Win,2.63,Lose
Leicester,Storm Cry,Win,3.25,Lose
Musselburgh,Ginger Jack,Win,4.33,Win
Wolverhampton,Duke Of Yorkshire,Win,3.75,Win
Wolverhampton,Jack The Laird,Win,3,Lose
Wolverhampton,Eljaddaaf,Win,3.25,Lose
Thirsk,Flowing Clarets,Win,2.25,Win
Newmarket,Nicky Baby,Win,101,Lose
Ffos Las,Shadow Spirit,Win,4.5,Lose
Newmarket,Forever Yours,Win,67,Lose
Thirsk,Hijran,Win,4.33,Win
Beverley,Peak Princess,Win,2,Win
Goodwood,Tiburtina,Win,12,Lose
Goodwood,Mister Universe,Win,51,Lose
Newmarket,Eastern Impact,Win,3.5,Lose
Redcar,High On Light,Win,2.88,Lose
Goodwood,New Caledonia,Win,13,Lose
Yarmouth,Jumping Around,Win,6.5,Lose
Goodwood,Pointillism,Win,4,Lose
Chepstow,Fantasy Queen,Win,6.5,Lose
Chepstow,Barista,Win,23,Lose
Chepstow,Ring Eye,Win,6,Lose
Salisbury,Argenterie,Win,2.38,Win
Chelmsford,West Coast Flyer,Win,3.25,Win
Haydock,Moonlit Show,Win,13,Win
Musselburgh,Neuf Des Coeurs,Win,3.5,Lose
Kempton,Meetings Man,Win,17,Lose
Ascot,Twin Sails,Win,26,Lose
Ascot,Kadrizzi,Win,13,Lose
Kempton,Sirius Prospect,Win,15,Lose
Ascot,Light And Shade,Win,6,Lose
Kempton,Captain Peacock,Win,2.5,Lose
Ascot,Stake Acclaim,Win,8,Lose
Kempton,Falcons Song,Win,6,Lose
York,Freewheel,Win,17,Lose
York,Golden Amber,Win,13,Lose
York,Swashbuckle,Win,3.25,Lose
York,Pointillism,Win,7,Lose
Brighton,Soaring Spirits,Win,5,Lose
Windsor,Percys Romance,Win,3.75,Lose
Redcar,Jeany,Win,4,Lose
Hamilton,Bahama Moon,Win,12,Lose
Leicester,Jupiter Light,Win,13,Lose
Redcar,Slipper Satin,Win,21,Lose
Carlisle,Whiteandgold,Win,9,Lose
Doncaster,Gun Case,Win,64,Lose
Carlisle,Little Lady Katie,Win,10,Lose
Carlisle,Osteopathic Remedy,Win,15,Lose
Doncaster,Mount Logan,Win,2.75,Win
Doncaster,Robbie,Win,4.5,Win
SouthWell,Imaginary Diva,Each Way,15,Lose
Cheltenham,Attaglance,Each Way,10,Lose
SouthWell,Mitchum,Each Way,17,Lose
Listowel,Novalist,Win,2.38,Win
Navan,Jennies Jewel,Each Way,17,Win
SouthWell,Delgany Demon,Win,2.88,Win
Carlisle,Hallmark Star,Each Way,9.25,Lose
Ffos Las,Fishing Bridge,Each Way,7,Lose
